"positive","it rapidly develops into a gut-wrenching examination of the way cultural differences and emotional expectations collide ."
"positive","though it flirts with bathos and pathos and the further oprahfication of the world as we know it , it still cuts all the way down to broken bone ."
"positive","this humbling little film , fueled by the light comedic work of zhao benshan and the delicate ways of dong jie , is just the sort for those moviegoers who complain that 'they don't make movies like they used to anymore . '"
"positive","es una de esas pel�culas de las que uno sale reconfortado , agradecido , genuinamente sorprendido ."
"positive","it will break your heart many times over ."
"positive","a straight-shooting family film which awards animals the respect they've rarely been given ."
"positive","overall , interesting as a documentary -- but not very imaxy ."
"positive","this is one of those war movies that focuses on human interaction rather than battle and action sequences . . . and it's all the stronger because of it ."
"positive","secretary "" is owned by its costars , spader and gyllenhaal . maggie g . makes an amazing breakthrough in her first starring role and eats up the screen ."
"positive","the film fits into a genre that has been overexposed , redolent of a thousand cliches , and yet remains uniquely itself , vibrant with originality ."
"positive","not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time ."
"positive","'almod�var logra un filme entra�able , lleno de compasi�n , comprensi�n , amor , amistad , esperanza y humanidad que es sencillamente inolvidable . '"
"positive","the kind of sense of humor that derives from a workman's grasp of pun and entendre and its attendant need to constantly draw attention to itself ."
"positive","too much of storytelling moves away from solondz's social critique , casting its audience as that of intellectual lector in contemplation of the auteur's professional injuries ."
"positive","the story is virtually impossible to follow here , but there's a certain style and wit to the dialogue ."
"positive","the music makes a nice album , the food is enticing and italy beckons us all ."
"positive","the film is an earnest try at beachcombing verismo , but it would be even more indistinct than it is were it not for the striking , quietly vulnerable personality of ms . ambrose ."
"positive","the film is small in scope , yet perfectly formed ."
"positive","jones has delivered a solidly entertaining and moving family drama ."
"positive","happy times maintains an appealing veneer without becoming too cute about it ."
"positive","oliveira seems to pursue silent film representation with every mournful composition ."
"positive","one of the pleasures in walter's documentary . . . is the parade of veteran painters , confounded dealers , and miscellaneous bohos who expound upon the subject's mysterious personality without ever explaining him ."
"positive","captures all the longing , anguish and ache , the confusing sexual messages and the wish to be a part of that elusive adult world ."
"positive","he's the scariest guy you'll see all summer ."
"positive",""" frailty "" offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies . and , there's no way you won't be talking about the film once you exit the theater ."
"positive","really quite funny ."
"positive","if i have to choose between gorgeous animation and a lame story ( like , say , treasure planet ) or so-so animation and an exciting , clever story with a batch of appealing characters , i'll take the latter every time ."
"positive","quiet , adult and just about more stately than any contemporary movie this year . . . a true study , a film with a questioning heart and mind that isn't afraid to admit it doesn't have all the answers ."
"positive","in the end , the film is less the cheap thriller you'd expect than it is a fairly revealing study of its two main characters � damaged-goods people whose orbits will inevitably and dangerously collide ."
"positive","some of the visual flourishes are a little too obvious , but restrained and subtle storytelling , and fine performances make this delicate coming-of-age tale a treat ."
"positive","it is hard not to be especially grateful for freedom after a film like this ."
"positive","the dirty jokes provide the funniest moments in this oddly sweet comedy about jokester highway patrolmen ."
"positive","y tu mam� tambi�n is hilariously , gloriously alive , and quite often hotter than georgia asphalt ."
"positive",". . . works on some levels and is certainly worth seeing at least once ."
"positive","you come away from his film overwhelmed , hopeful and , perhaps paradoxically , illuminated ."
"positive","if the material is slight and admittedly manipulative , jacquot preserves tosca's intoxicating ardor through his use of the camera ."
"positive","thirteen conversations about one thing lays out a narrative puzzle that interweaves individual stories , and , like a mobius strip , elliptically loops back to where it began ."
"positive","overall , it's a wacky and inspired little film that works effortlessly at delivering genuine , acerbic laughs ."
"positive","mais um momento inspirado de david fincher ."
"positive","a must for fans of british cinema , if only because so many titans of the industry are along for the ride ."
"positive","tsai has managed to create an underplayed melodrama about family dynamics and dysfunction that harks back to the spare , unchecked heartache of yasujiro ozu ."
"positive","until ( the ) superfluous . . . epilogue that leaks suspension of disbelief like a sieve , die another day is as stimulating & heart-rate-raising as any james bond thriller ."
"positive","it's a good film , but it falls short of its aspiration to be a true 'epic' ."
"positive","all the pieces fall together without much surprise , but little moments give it a boost ."
"positive","the beauty of alexander payne's ode to the everyman is in the details ."
"positive","a touching drama about old age and grief with a tour de force performance by michel piccoli ."
"positive","the ending feels at odds with the rest of the film ."
"positive","a tone of rueful compassion . . . reverberates throughout this film , whose meaning and impact is sadly heightened by current world events ."
"positive","a beautiful paean to a time long past ."
"positive","dense and thoughtful and brimming with ideas that are too complex to be rapidly absorbed ."
"positive","if you thought tom hanks was just an ordinary big-screen star , wait until you've seen him eight stories tall ."
"positive","with this masterful , flawless film , [wang] emerges in the front ranks of china's now numerous , world-renowned filmmakers ."
"positive","shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes ."
"positive","this film is an act of spiritual faith -- an eloquent , deeply felt meditation on the nature of compassion ."
"positive","a different kind of love story - one that is dark , disturbing , painful to watch , yet compelling ."
"positive","splendidly illustrates the ability of the human spirit to overcome adversity ."
"positive","a compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day ."
"positive","she's as rude and profane as ever , always hilarious and , most of the time , absolutely right in her stinging social observations ."
"positive","to those who have not read the book , the film is a much better mother-daughter tale than last summer's 'divine secrets of the ya-ya sisterhood , ' but that's not saying much ."
"positive","even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it's waltzed itself into the art film pantheon ."
"positive","a thoughtful , reverent portrait of what is essentially a subculture , with its own rules regarding love and family , governance and hierarchy ."
"positive","it seems impossible that an epic four-hour indian musical about a cricket game could be this good , but it is ."
"positive","will certainly appeal to asian cult cinema fans and asiaphiles interested to see what all the fuss is about ."
"positive","touches smartly and wistfully on a number of themes , not least the notion that the marginal members of society . . . might benefit from a helping hand and a friendly kick in the pants ."
"positive","a wildly entertaining scan of evans' career ."
"positive","a mature , deeply felt fantasy of a director's travel through 300 years of russian history ."
"positive","boldly engineering a collision between tawdry b-movie flamboyance and grandiose spiritual anomie , rose's film , true to its source material , provides a tenacious demonstration of death as the great equalizer ."
"positive","a finely tuned mood piece , a model of menacing atmosphere ."
"positive","the salton sea has moments of inspired humour , though every scrap is of the darkest variety ."
"positive","both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes ."
"positive","although shot with little style , skins is heartfelt and achingly real ."
"positive","harks back to a time when movies had more to do with imagination than market research ."
"positive","upsetting and thought-provoking , the film has an odd purity that doesn't bring you into the characters so much as it has you study them ."
"positive","a well-executed spy-thriller ."
"positive","a very pretty after-school special . it's an effort to watch this movie , but it eventually pays off and is effective if you stick with it ."
"positive","a harrowing account of a psychological breakdown ."
"positive","continually challenges perceptions of guilt and innocence , of good guys and bad , and asks us whether a noble end can justify evil means ."
"positive","it certainly won't win any awards in the plot department but it sets out with no pretensions and delivers big time ."
"positive","dog soldiers doesn't transcend genre -- it embraces it , energizes it and takes big bloody chomps out of it ."
"positive","at once emotional and richly analytical , the cosby-seinfeld encounter alone confirms the serious weight behind this superficially loose , larky documentary ."
"positive","it may scream low budget , but this charmer has a spirit that cannot be denied ."
"positive","'alice's adventure through the looking glass and into zombie-land' is filled with strange and wonderful creatures ."
"positive","without [de niro] , city by the sea would slip under the waves . he drags it back , single-handed ."
"positive","a good music documentary , probably one of the best since the last waltz ."
"positive","if the plot seems a bit on the skinny side , that's because panic room is interested in nothing more than sucking you in�and making you sweat ."
"positive",". . . [the film] works , due mostly to the tongue-in-cheek attitude of the screenplay ."
"positive","the film becomes an overwhelming pleasure , and you find yourself rooting for gai's character to avoid the fate that has befallen every other carmen before her ."
"positive","broomfield has a rather unique approach to documentary . he thinks the film is just as much a document about him as it is about the subject ."
"positive","at its best when the guarded , resentful betty and the manipulative yet needy margot are front and center ."
"positive","gloriously straight from the vagina ."
"positive","it's excessively quirky and a little underconfident in its delivery , but otherwise this is the best 'old neighborhood' project since christopher walken kinda romanced cyndi lauper in the opportunists ."
"positive","the film oozes craft ."
"positive","robinson's web of suspense matches the page-turning frenzy that clancy creates ."
"positive","manages to be both hugely entertaining and uplifting ."
"positive","a classic fairy tale that perfectly captures the wonders and worries of childhood in a way that few movies have ever approached ."
"positive","it's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of sarah and harrison ."
"positive","a wonderfully warm human drama that remains vividly in memory long after viewing"
"positive","jaunty fun , with its celeb-strewn backdrop well used ."
"positive","recoing's fantastic performance doesn't exactly reveal what makes vincent tick , but perhaps any definitive explanation for it would have felt like a cheat ."
"positive","washington overcomes the script's flaws and envelops the audience in his character's anguish , anger and frustration ."
"positive","the film fearlessly gets under the skin of the people involved . . . this makes it not only a detailed historical document , but an engaging and moving portrait of a subculture ."
"positive","a searing , epic treatment of a nationwide blight that seems to be , horrifyingly , ever on the rise ."
"positive","not a film for the faint of heart or conservative of spirit , but for the rest of us -- especially san francisco lovers -- it's a spirited film and a must-see ."
"positive","read my lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love ."
"positive","the color sense of stuart little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie weren't as beautifully shaped and as delicately calibrated in tone as it is ."
"positive","while [roman coppola] scores points for style , he staggers in terms of story ."
"positive","idiotic and ugly ."
"positive","any movie that makes hard work seem heroic deserves a look ."
"positive","it may not be a huge cut of above the rest , but i enjoyed barbershop . it's a funny little movie with clever dialogue and likeable characters ."
"positive","a different and emotionally reserved type of survival story -- a film less about refracting all of world war ii through the specific conditions of one man , and more about that man lost in its midst ."
"positive","it's sweet , funny , charming , and completely delightful ."
"positive","a perfectly competent and often imaginative film that lacks what little lilo & stitch had in spades -- charisma ."
"positive","beautifully shot against the frozen winter landscapes of grenoble and geneva , the film unfolds with all the mounting tension of an expert thriller , until the tragedy beneath it all gradually reveals itself ."
"positive","medem may have disrobed most of the cast , leaving their bodies exposed , but the plot remains as guarded as a virgin with a chastity belt . that's why sex and lucia is so alluring ."
"positive","an elegant work , food of love is as consistently engaging as it is revealing ."
"positive","although largely a heavy-handed indictment of parental failings and the indifference of spanish social workers and legal system towards child abuse , the film retains ambiguities that make it well worth watching ."
"positive","a behind the scenes look at the training and dedication that goes into becoming a world-class fencer and the champion that's made a difference to nyc inner-city youth ."
"positive","a brain twister , less a movie-movie than a funny and weird meditation on hollywood , success , artistic integrity and intellectual bankruptcy ."
"positive","a powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution ."
"positive","in its own floundering way , it gets to you . just like igby ."
"positive","return to never land may be another shameless attempt by disney to rake in dough from baby boomer families , but it's not half-bad ."
"positive","wise and deadpan humorous ."
"positive","god bless crudup and his aversion to taking the easy hollywood road and cashing in on his movie-star gorgeousness ."
"positive","if signs is a good film , and it is , the essence of a great one is in there somewhere ."
"positive","veterans of the dating wars will smirk uneasily at the film's nightmare versions of everyday sex-in-the-city misadventures ."
"positive","schrader examines crane's decline with unblinking candor ."
"positive","you can watch , giggle and get an adrenaline boost without feeling like you've completely lowered your entertainment standards ."
"positive","it thankfully goes easy on the reel/real world dichotomy that [jaglom] pursued with such enervating determination in venice/venice ."
"positive","this rich , bittersweet israeli documentary , about the life of song-and-dance-man pasach'ke burstein and his family , transcends ethnic lines ."
"positive","sensitively examines general issues of race and justice among the poor , and specifically raises serious questions about the death penalty and asks what good the execution of a mentally challenged woman could possibly do ."
"positive","cool gadgets and creatures keep this fresh . not as good as the original , but what is . . ."
"positive","presents a side of contemporary chinese life that many outsiders will be surprised to know exists , and does so with an artistry that also smacks of revelation ."
"positive","[jeff's] gorgeous , fluid compositions , underlined by neil finn and edmund mcwilliams's melancholy music , are charged with metaphor , but rarely easy , obvious or self-indulgent ."
"positive","engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story , and end up walking out not only satisfied but also somewhat touched ."
"positive","a bilingual charmer , just like the woman who inspired it"
"positive","blisteringly rude , scarily funny , sorrowfully sympathetic to the damage it surveys , the film has in kieran culkin a pitch-perfect holden ."
"positive","apuestas fuertes para el futuro del director , y apuestas bien fundadas , pues la suerte ya la tiene , y la cinta lo comprueba . . . ."
"positive","the fourth "" pokemon "" is a diverting--if predictable--adventure suitable for a matinee , with a message that cautions children about disturbing the world's delicate ecological balance ."
"positive","what one is left with , even after the most awful acts are committed , is an overwhelming sadness that feels as if it has made its way into your very bloodstream ."
"positive","[it] has the feel of a summer popcorn movie . nothing too deep or substantial . explosions , jokes , and sexual innuendoes abound ."
"positive","miyazaki's nonstop images are so stunning , and his imagination so vivid , that the only possible complaint you could have about spirited away is that there is no rest period , no timeout ."
"positive",". . . a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels ."
"positive","assured , vital and well wrought , the film is , arguably , the most accomplished work to date from hong kong's versatile stanley kwan ."
"positive","delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . as each of them searches for their place in the world , miller digs into their very minds to find an unblinking , flawed humanity ."
"positive","a surprisingly sweet and gentle comedy ."
"positive","shanghai ghetto , much stranger than any fiction , brings this unknown slice of history affectingly to life ."
"positive","it's not particularly well made , but since i found myself howling more than cringing , i'd say the film works ."
"positive","but this is lohman's film . her performance moves between heartbreak and rebellion as she continually tries to accommodate to fit in and gain the unconditional love she seeks ."
"positive","though its story is only surface deep , the visuals and enveloping sounds of blue crush make this surprisingly decent flick worth a summertime look-see ."
"positive","ryosuke has created a wry , winning , if languidly paced , meditation on the meaning and value of family ."
"positive","sometimes charming , sometimes infuriating , this argentinean 'dramedy' succeeds mainly on the shoulders of its actors ."
"positive","you may feel compelled to watch the film twice or pick up a book on the subject ."
"positive","often shocking but ultimately worthwhile exploration of motherhood and desperate mothers ."
"positive","a venturesome , beautifully realized psychological mood piece that reveals its first-time feature director's understanding of the expressive power of the camera ."
"positive","like the rugrats movies , the wild thornberrys movie doesn't offer much more than the series , but its emphasis on caring for animals and respecting other cultures is particularly welcome ."
"positive","taken outside the context of the current political climate ( see : terrorists are more evil than ever ! ) , the sum of all fears is simply a well-made and satisfying thriller ."
"positive","the setting is so cool that it chills the characters , reducing our emotional stake in the outcome of "" intacto's "" dangerous and seductively stylish game ."
"positive","a lovely and beautifully photographed romance ."
"positive","one of the most splendid entertainments to emerge from the french film industry in years ."
"positive","its vision of that awkward age when sex threatens to overwhelm everything else is acute enough to make everyone who has been there squirm with recognition ."
"positive","for almost the first two-thirds of martin scorsese's 168-minute gangs of new york , i was entranced ."
"positive","open-ended and composed of layer upon layer , talk to her is a cinephile's feast , an invitation to countless interpretations ."
"positive","one of the most slyly exquisite anti-adult movies ever made ."
"positive","what makes esther kahn so demanding is that it progresses in such a low-key manner that it risks monotony . but it's worth the concentration ."
"positive","neither the funniest film that eddie murphy nor robert de niro has ever made , showtime is nevertheless efficiently amusing for a good while . before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway ."
"positive","a clever script and skilled actors bring new energy to the familiar topic of office politics ."
"positive","the determination of pinochet's victims to seek justice , and their often heartbreaking testimony , spoken directly into director patricio guzman's camera , pack a powerful emotional wallop ."
"positive","disney aficionados will notice distinct parallels between this story and the 1971 musical "" bedknobs and broomsticks , "" which also dealt with british children rediscovering the power of fantasy during wartime ."
"positive","it's . . . worth the extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles with a film whose very subject is , quite pointedly , about the peril of such efforts ."
"positive","dark and unrepentant , this excursion into the epicenter of percolating mental instability is not easily dismissed or forgotten ."
"positive","it's a rollicking adventure for you and all your mateys , regardless of their ages ."
"positive","boasts a handful of virtuosic set pieces and offers a fair amount of trashy , kinky fun ."
"positive",". . . myers has turned his franchise into the movie version of an adolescent dirty-joke book done up in post-tarantino pop-culture riffs . . ."
"positive","if you're down for a silly hack-and-slash flick , you can do no wrong with jason x ."
"positive","this is a very ambitious project for a fairly inexperienced filmmaker , but good actors , good poetry and good music help sustain it ."
"positive","the modern master of the chase sequence returns with a chase to end all chases"
"positive","the messy emotions raging throughout this three-hour effort are instantly recognizable , allowing the film to paradoxically feel familiar and foreign at the same time ."
"positive",". . . either you're willing to go with this claustrophobic concept or you're not ."
"positive","just watch bettany strut his stuff . you'll know a star when you see one ."
"positive","austin powers in goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride ."
"positive","you can fire a torpedo through some of clancy's holes , and the scripters don't deserve any oscars . but the nerve-raked acting , the crackle of lines , the impressive stagings of hardware , make for some robust and scary entertainment ."
"positive","contrasting the original ringu with the current americanized adaptation is akin to comparing the evil dead with evil dead ii"
"positive","a small gem of a movie that defies classification and is as thought-provoking as it is funny , scary and sad ."
"positive","for a long time the film succeeds with its dark , delicate treatment of these characters and its unerring respect for them ."
"positive","it's the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just can't take it any more ."
"positive","late marriage is an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love ."
"positive","an ambitious and moving but bleak film ."
"positive","it's too harsh to work as a piece of storytelling , but as an intellectual exercise -- an unpleasant debate that's been given the drive of a narrative and that's been acted out -- the believer is nothing less than a provocative piece of work ."
"positive","it's sweet . it's funny . it wears its heart on the sleeve of its gaudy hawaiian shirt . and , thanks to the presence of 'the king , ' it also rocks ."
"positive","it's never laugh-out-loud funny , but it is frequently amusing ."
"positive","a bittersweet film , simple in form but rich with human events ."
"positive","the unexplored story opportunities of "" punch-drunk love "" may have worked against the maker's minimalist intent but it is an interesting exercise by talented writer/director anderson ."
"positive",""" punch-drunk love "" is a little like a chocolate milk moustache . . ."
"positive",". . . digs beyond the usual portrayals of good kids and bad seeds to reveal a more ambivalent set of characters and motivations ."
"positive","the beauty of the piece is that it counts heart as important as humor ."
"positive","piercingly affecting . . . while clearly a manipulative film , emerges as powerful rather than cloying ."
"positive","very amusing , not the usual route in a thriller , and the performances are odd and pixilated and sometimes both ."
"positive","while the frequent allusions to gurus and doshas will strike some westerners as verging on mumbo-jumbo . . . broad streaks of common sense emerge with unimpeachable clarity ."
"positive","the cast is phenomenal , especially the women ."
"positive","a marvel of production design ."
"positive","the byplay and bickering between the now spy-savvy siblings , carmen ( vega ) and juni ( sabara ) cortez , anchor the film in a very real and amusing give-and-take ."
"positive","good actors have a radar for juicy roles -- there's a plethora of characters in this picture , and not one of them is flat ."
"positive","though in some ways similar to catherine breillat's fat girl , rain is the far superior film ."
"positive","is not so much a work of entertainment as it is a unique , well-crafted psychological study of grief ."
"positive","remarkable for its excellent storytelling , its economical , compressed characterisations and for its profound humanity , it's an adventure story and history lesson all in one ."
"positive","colorful , energetic and sweetly whimsical . . . the rare sequel that's better than its predecessor ."
"positive","reno himself can take credit for most of the movie's success . he's one of the few 'cool' actors who never seems aware of his own coolness ."
"positive","significantly better than its 2002 children's-movie competition ."
"positive","ub equally spoofs and celebrates the more outre aspects of 'black culture' and the dorkier aspects of 'white culture , ' even as it points out how inseparable the two are ."
"positive","a lot smarter than your average bond ."
"positive",". . . bright , intelligent , and humanly funny film ."
"positive","painful , horrifying and oppressively tragic , this film should not be missed ."
"positive","part of the film's cheeky charm comes from its vintage schmaltz ."
"positive","so unique and stubborn and charismatic that you want it to be better and more successful than it is ."
"positive","i won't argue with anyone who calls 'slackers' dumb , insulting , or childish . . . but i laughed so much that i didn't mind ."
"positive","it arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications ."
"positive","so fiendishly cunning that even the most jaded cinema audiences will leave the auditorium feeling dizzy , confused , and totally disorientated . not to mention absolutely refreshed ."
"positive","a vibrant , colorful , semimusical rendition ."
"positive","the film sometimes flags . . . but there is enough secondary action to keep things moving along at a brisk , amusing pace ."
"positive","it's a drawling , slobbering , lovable run-on sentence of a film , a southern gothic with the emotional arc of its raw blues soundtrack ."
"positive","n�s gosta muito de as duas torres ."
"positive","nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure ."
"positive","it is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches ; it primarily relies on character to tell its story ."
"positive","both a successful adaptation and an enjoyable film in its own right ."
"positive","all the filmmakers are asking of us , is to believe in something that is improbable ."
"positive","if the very concept makes you nervous . . . you'll have an idea of the film's creepy , scary effectiveness ."
"positive","worth a look by those on both sides of the issues , if only for the perspective it offers , one the public rarely sees ."
"positive","a mostly believable , refreshingly low-key and quietly inspirational little sports drama ."
"positive","may be more genial than ingenious , but it gets the job done ."
"positive","a stylish cast and some clever scripting solutions help chicago make the transition from stage to screen with considerable appeal intact ."
"positive","exhilarating , funny and fun ."
"positive","while not quite "" shrek "" or monsters , inc . "" , it's not too bad . it's worth taking the kids to ."
"positive","in the end there is one word that best describes this film : honest ."
